JarID,FemEclosion,PaperCode,PaperStrt,PaperStop,Fluon,Mated,FemDead,MortDate,EggsRed,EggsWhite
24,6/18/2018,F,6/29/2018,6/30/2018,FALSE,FALSE,FALSE,,0,0
25,6/18/2018,F,6/29/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
26,6/18/2018,F,6/29/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
27,6/18/2018,F,6/29/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
28,6/18/2018,F,6/29/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
29,6/18/2018,F,6/29/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
30,6/18/2018,F,6/29/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
31,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
32,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
33,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
34,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
35,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,FALSE,,0,0
36,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
37,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
38,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
39,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
40,6/18/2018,F,6/29/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
41,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
42,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
43,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,FALSE,,0,30
44,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
45,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
46,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,FALSE,,0,23
47,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
48,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,FALSE,,0,8
49,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,FALSE,,0,2
50,6/25/2018,F,7/2/2018,7/3/2018,FALSE,FALSE,FALSE,,0,0
51,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,7/3/2018,0,0
52,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
53,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,FALSE,,33,1
54,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
55,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,7/3/2018,0,5
56,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
57,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
58,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,FALSE,,0,2
59,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,7/3/2018,5,0
60,6/25/2018,F,7/2/2018,7/3/2018,FALSE,TRUE,FALSE,,3,0
21,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
22,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
23,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
24,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,FALSE,,0,0
25,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
26,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
27,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
28,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
29,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
30,6/18/2018,G,6/20/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
31,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
32,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
33,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
34,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
35,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,FALSE,,0,0
36,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
37,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
38,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
39,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
40,6/18/2018,G,6/20/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
41,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
42,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
43,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,FALSE,,0,10
44,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
45,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
46,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,FALSE,,0,9
47,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
48,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,FALSE,,0,12
49,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,FALSE,,0,2
50,6/25/2018,G,7/3/2018,7/4/2018,FALSE,FALSE,FALSE,,0,0
51,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
52,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
53,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,FALSE,,0,0
54,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,7/4/2018,0,0
55,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
56,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
57,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
58,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,FALSE,,0,1
59,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
60,6/25/2018,G,7/3/2018,7/4/2018,FALSE,TRUE,FALSE,,0,0
1,6/13/2018,G,6/26/2018,6/28/2018,FALSE,FALSE,FALSE,,0,6
2,6/13/2018,G,6/26/2018,6/28/2018,FALSE,FALSE,FALSE,,0,108
3,6/13/2018,G,6/26/2018,6/28/2018,FALSE,FALSE,TRUE,6/28/2018,0,5
4,6/13/2018,G,6/26/2018,6/28/2018,FALSE,FALSE,TRUE,,0,0
5,6/13/2018,G,6/26/2018,6/28/2018,FALSE,FALSE,TRUE,,0,0
6,6/13/2018,G,6/26/2018,6/28/2018,FALSE,TRUE,TRUE,,0,0
7,6/13/2018,G,6/26/2018,6/28/2018,FALSE,TRUE,TRUE,,0,0
8,6/13/2018,G,6/26/2018,6/28/2018,FALSE,TRUE,TRUE,,0,0
9,6/13/2018,G,6/26/2018,6/28/2018,FALSE,TRUE,TRUE,,0,0
10,6/13/2018,G,6/26/2018,6/28/2018,FALSE,TRUE,TRUE,,0,0
11,6/13/2018,G,6/26/2018,6/28/2018,TRUE,FALSE,TRUE,,0,0
12,6/13/2018,G,6/26/2018,6/28/2018,TRUE,FALSE,TRUE,,0,0
13,6/13/2018,G,6/26/2018,6/28/2018,TRUE,FALSE,TRUE,,0,0
14,6/13/2018,G,6/26/2018,6/28/2018,TRUE,FALSE,TRUE,,0,0
15,6/13/2018,G,6/26/2018,6/28/2018,TRUE,FALSE,TRUE,,0,0
16,6/13/2018,G,6/26/2018,6/28/2018,TRUE,TRUE,TRUE,,0,0
17,6/13/2018,G,6/26/2018,6/28/2018,TRUE,TRUE,TRUE,,0,0
18,6/13/2018,G,6/26/2018,6/28/2018,TRUE,TRUE,TRUE,,0,0
19,6/13/2018,G,6/26/2018,6/28/2018,TRUE,TRUE,TRUE,,0,0
20,6/13/2018,G,6/26/2018,6/28/2018,TRUE,TRUE,TRUE,,0,0
21,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
22,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
23,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
24,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,FALSE,,0,0
25,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
26,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
27,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
28,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
29,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
30,6/18/2018,H,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
31,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
32,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
33,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
34,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
35,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,FALSE,,0,0
36,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
37,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
38,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
39,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
40,6/18/2018,H,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
41,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,TRUE,,0,0
42,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,TRUE,,0,0
43,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,TRUE,7/5/2018,0,0
44,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,TRUE,,0,0
45,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,TRUE,,0,0
46,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,FALSE,,0,13
47,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,TRUE,,0,0
48,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,FALSE,,0,44
49,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,TRUE,7/5/2018,0,0
50,6/25/2018,H,7/4/2018,7/5/2018,FALSE,FALSE,FALSE,,0,3
51,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
52,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
53,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,7/5/2018,0,0
54,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
55,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
56,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
57,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
58,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,1,0
59,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
60,6/25/2018,H,7/4/2018,7/5/2018,FALSE,TRUE,TRUE,,0,0
1,6/13/2018,H,6/28/2018,6/30/2018,FALSE,FALSE,FALSE,,0,19
2,6/13/2018,H,6/28/2018,6/30/2018,FALSE,FALSE,TRUE,6/30/2018,0,2
3,6/13/2018,H,6/28/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
4,6/13/2018,H,6/28/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
5,6/13/2018,H,6/28/2018,6/30/2018,FALSE,FALSE,TRUE,,0,0
6,6/13/2018,H,6/28/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
7,6/13/2018,H,6/28/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
8,6/13/2018,H,6/28/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
9,6/13/2018,H,6/28/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
10,6/13/2018,H,6/28/2018,6/30/2018,FALSE,TRUE,TRUE,,0,0
11,6/13/2018,H,6/28/2018,6/30/2018,TRUE,FALSE,TRUE,,0,0
12,6/13/2018,H,6/28/2018,6/30/2018,TRUE,FALSE,TRUE,,0,0
13,6/13/2018,H,6/28/2018,6/30/2018,TRUE,FALSE,TRUE,,0,0
14,6/13/2018,H,6/28/2018,6/30/2018,TRUE,FALSE,TRUE,,0,0
15,6/13/2018,H,6/28/2018,6/30/2018,TRUE,FALSE,TRUE,,0,0
16,6/13/2018,H,6/28/2018,6/30/2018,TRUE,TRUE,TRUE,,0,0
17,6/13/2018,H,6/28/2018,6/30/2018,TRUE,TRUE,TRUE,,0,0
18,6/13/2018,H,6/28/2018,6/30/2018,TRUE,TRUE,TRUE,,0,0
19,6/13/2018,H,6/28/2018,6/30/2018,TRUE,TRUE,TRUE,,0,0
20,6/13/2018,H,6/28/2018,6/30/2018,TRUE,TRUE,TRUE,,0,0
1,6/13/2018,I,6/30/2018,7/1/2018,FALSE,FALSE,FALSE,,0,11
2,6/13/2018,I,6/30/2018,7/1/2018,FALSE,FALSE,TRUE,7/1/2018,0,0
3,6/13/2018,I,6/30/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
4,6/13/2018,I,6/30/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
5,6/13/2018,I,6/30/2018,7/1/2018,FALSE,FALSE,TRUE,,0,0
6,6/13/2018,I,6/30/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
7,6/13/2018,I,6/30/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
8,6/13/2018,I,6/30/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
9,6/13/2018,I,6/30/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
10,6/13/2018,I,6/30/2018,7/1/2018,FALSE,TRUE,TRUE,,0,0
11,6/13/2018,I,6/30/2018,7/1/2018,TRUE,FALSE,TRUE,,0,0
12,6/13/2018,I,6/30/2018,7/1/2018,TRUE,FALSE,TRUE,,0,0
13,6/13/2018,I,6/30/2018,7/1/2018,TRUE,FALSE,TRUE,,0,0
14,6/13/2018,I,6/30/2018,7/1/2018,TRUE,FALSE,TRUE,,0,0
15,6/13/2018,I,6/30/2018,7/1/2018,TRUE,FALSE,TRUE,,0,0
16,6/13/2018,I,6/30/2018,7/1/2018,TRUE,TRUE,TRUE,,0,0
17,6/13/2018,I,6/30/2018,7/1/2018,TRUE,TRUE,TRUE,,0,0
18,6/13/2018,I,6/30/2018,7/1/2018,TRUE,TRUE,TRUE,,0,0
19,6/13/2018,I,6/30/2018,7/1/2018,TRUE,TRUE,TRUE,,0,0
20,6/13/2018,I,6/30/2018,7/1/2018,TRUE,TRUE,TRUE,,0,0
21,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
22,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
23,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
24,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,FALSE,,0,0
25,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
26,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
27,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
28,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
29,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
30,6/18/2018,I,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
31,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
32,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
33,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
34,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
35,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,FALSE,,0,0
36,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
37,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
38,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
39,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
40,6/18/2018,I,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
41,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
42,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
43,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
44,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
45,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
46,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,FALSE,,0,13
47,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
48,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,FALSE,,0,2
49,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,TRUE,,0,0
50,6/25/2018,I,7/5/2018,7/6/2018,FALSE,FALSE,FALSE,,0,0
51,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
52,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
53,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
54,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
55,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
56,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
57,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
58,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
59,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
60,6/25/2018,I,7/5/2018,7/6/2018,FALSE,TRUE,TRUE,,0,0
1,6/13/2018,J,7/1/2018,7/2/2018,FALSE,FALSE,FALSE,,0,7
2,6/13/2018,J,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
3,6/13/2018,J,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
4,6/13/2018,J,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
5,6/13/2018,J,7/1/2018,7/2/2018,FALSE,FALSE,TRUE,,0,0
6,6/13/2018,J,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
7,6/13/2018,J,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
8,6/13/2018,J,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
9,6/13/2018,J,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
10,6/13/2018,J,7/1/2018,7/2/2018,FALSE,TRUE,TRUE,,0,0
11,6/13/2018,J,7/1/2018,7/2/2018,TRUE,FALSE,TRUE,,0,0
12,6/13/2018,J,7/1/2018,7/2/2018,TRUE,FALSE,TRUE,,0,0
13,6/13/2018,J,7/1/2018,7/2/2018,TRUE,FALSE,TRUE,,0,0
14,6/13/2018,J,7/1/2018,7/2/2018,TRUE,FALSE,TRUE,,0,0
15,6/13/2018,J,7/1/2018,7/2/2018,TRUE,FALSE,TRUE,,0,0
16,6/13/2018,J,7/1/2018,7/2/2018,TRUE,TRUE,TRUE,,0,0
17,6/13/2018,J,7/1/2018,7/2/2018,TRUE,TRUE,TRUE,,0,0
18,6/13/2018,J,7/1/2018,7/2/2018,TRUE,TRUE,TRUE,,0,0
19,6/13/2018,J,7/1/2018,7/2/2018,TRUE,TRUE,TRUE,,0,0
20,6/13/2018,J,7/1/2018,7/2/2018,TRUE,TRUE,TRUE,,0,0
21,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
22,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
23,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
24,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,FALSE,,0,1
25,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
26,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
27,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
28,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
29,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
30,6/18/2018,J,7/3/2018,7/4/2018,FALSE,FALSE,TRUE,,0,0
31,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
32,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
33,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
34,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
35,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,7/4/2018,0,0
36,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
37,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
38,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
39,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
40,6/18/2018,J,7/3/2018,7/4/2018,FALSE,TRUE,TRUE,,0,0
41,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,,0,0
42,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,,0,0
43,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,,0,0
44,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,,0,0
45,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,,0,0
46,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,FALSE,,0,5
47,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,,0,0
48,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,7/7/2018,0,0
49,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,,0,0
50,6/25/2018,J,7/6/2018,7/7/2018,FALSE,FALSE,TRUE,7/7/2018,0,0
51,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
52,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
53,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
54,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
55,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
56,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
57,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
58,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
59,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
60,6/25/2018,J,7/6/2018,7/7/2018,FALSE,TRUE,TRUE,,0,0
1,6/13/2018,K,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,7/3/2018,0,13
2,6/13/2018,K,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
3,6/13/2018,K,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
4,6/13/2018,K,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
5,6/13/2018,K,7/2/2018,7/3/2018,FALSE,FALSE,TRUE,,0,0
6,6/13/2018,K,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
7,6/13/2018,K,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
8,6/13/2018,K,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
9,6/13/2018,K,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
10,6/13/2018,K,7/2/2018,7/3/2018,FALSE,TRUE,TRUE,,0,0
11,6/13/2018,K,7/2/2018,7/3/2018,TRUE,FALSE,TRUE,,0,0
12,6/13/2018,K,7/2/2018,7/3/2018,TRUE,FALSE,TRUE,,0,0
13,6/13/2018,K,7/2/2018,7/3/2018,TRUE,FALSE,TRUE,,0,0
14,6/13/2018,K,7/2/2018,7/3/2018,TRUE,FALSE,TRUE,,0,0
15,6/13/2018,K,7/2/2018,7/3/2018,TRUE,FALSE,TRUE,,0,0
16,6/13/2018,K,7/2/2018,7/3/2018,TRUE,TRUE,TRUE,,0,0
17,6/13/2018,K,7/2/2018,7/3/2018,TRUE,TRUE,TRUE,,0,0
18,6/13/2018,K,7/2/2018,7/3/2018,TRUE,TRUE,TRUE,,0,0
19,6/13/2018,K,7/2/2018,7/3/2018,TRUE,TRUE,TRUE,,0,0
20,6/13/2018,K,7/2/2018,7/3/2018,TRUE,TRUE,TRUE,,0,0
41,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
42,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
43,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
44,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
45,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
46,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,7/8/2018,0,0
47,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
48,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
49,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
50,6/25/2018,K,7/7/2018,7/8/2018,FALSE,FALSE,TRUE,,0,0
